"Country","Year","Monday Beta","Monday P-value","Friday Beta","Friday P-value","January Beta","January P-value","April Beta","April P-value","December Beta","December P-value","Halloween Beta","Halloween P-value","CES A","CES B","CES C"
"Argentina",2003,0.159398500134523,0.609274749604821,0.232645343100994,0.441846716017535,-0.0468524944197152,0.911556167077587,0.321067181132659,0.466076832736666,0.089763378765223,0.834909328134281,-0.0254118972437327,0.914428151200347,0,0,0
"Argentina",2004,-0.197022377654084,0.565001635995225,-0.0161904130298055,0.96139929830957,0.206948991465237,0.662363672805824,-0.66142509199272,0.182971653519211,0.481167745662708,0.3003167968775,-0.08531893827309,0.743081878627267,0,0,0
"Argentina",2005,-0.118886151996325,0.648674140465591,0.104222578803085,0.687324574808076,-0.0905159180394838,0.804748481488563,-0.265473664643752,0.46864181864356,-0.121711603723674,0.745067340468252,-0.188239990638859,0.346271635756399,0,0,0
"Argentina",2006,-0.256848316644768,0.289040938450883,0.0895910067519995,0.706713172753518,0.666296897245899,0.0397484234682377,0.305900988263749,0.386918766569989,0.320334527828675,0.364948688612818,0.36185156013942,0.0472981616744455,2,0.51407422869266,0.171358076230887
"Argentina",2007,-0.114050998891899,0.640341732158081,0.22021679971099,0.34800939897456,-0.0642157176722681,0.843511128457187,0.114206131704694,0.748517074172123,-0.162216411404329,0.64887975901399,-0.11779663661351,0.520015936698123,0,0,0
"Argentina",2008,-0.539046876031212,0.262382466958517,-0.00347032492091997,0.994055593813971,0.0618918721568612,0.923971426470666,0.359210647797466,0.587617120231248,0.81291336155058,0.241301664479906,0.606947843323501,0.0961040980889997,0,0,0
"Argentina",2009,0.0700558478425463,0.851379373313844,0.311917377636447,0.408232619481641,-0.316975612413871,0.541998646075501,0.349715743723335,0.520197287192686,0.103287973355921,0.849312246791788,-0.192480609868885,0.504167176526479,0,0,0
"Argentina",2010,0.522559863097617,0.0480632904680251,-0.0219581577463494,0.932999342372758,-0.231052223577543,0.537172604505298,-0.135739565070561,0.716883736746543,0.203445336820557,0.586847667519001,-0.0298643887342409,0.882660557972411,1,0.522559863097617,0.0870933105162695
"Argentina",2011,-0.879846765961372,0.00581017664617724,0.161210546199127,0.604745069490273,0.27659268214947,0.530724269369174,0.211401944067972,0.646914911922928,-0.0380821177471699,0.935819081170996,-0.0437817775494613,0.857768058714305,1,0.879846765961372,0.146641127660229
"Argentina",2012,-0.295782158765338,0.303671665115874,0.0458879264234577,0.863124011761106,0.57591041617733,0.116184376009746,-0.994219698243659,0.0140918248026398,0.904984247360499,0.0217026803595107,0.0899579273011468,0.668671932148198,2,0.949601972802079,0.316533990934026
"Argentina",2013,0.252334056720715,0.432700864683246,-0.18418158557535,0.55770757627878,0.713737131778453,0.104464089663927,0.438558718189323,0.328206821626029,-0.516533717851126,0.260653728672839,0.0624782634442292,0.800203737014041,0,0,0
"Argentina",2014,0.132259152508199,0.770145002110776,0.475967792377991,0.285786728190888,0.266332220253427,0.659400849985254,0.0924652450223695,0.886065277889626,-0.978353228079573,0.139960063575754,-0.403317283813346,0.242553495047038,0,0,0
"Argentina",2015,-0.733499442923804,0.0648296620586346,-0.114483410183545,0.770611860765622,-0.223055548393974,0.681274117592552,0.356821388366863,0.520474902055381,-0.758858939961324,0.193188192644304,0.210104227648524,0.488569024474772,0,0,0
